ID,lat,lon
3651.04,40.66127698,-73.97937817
3657.06,40.66335075,-73.95073672
3660.07,40.66122388,-73.98673221
3665.06,40.66281823,-73.95692693
3668.04,40.66281751,-73.99542074
3680.04,40.66236516,-73.93781689
3696.05,40.6631038,-73.95391755
3699.07,40.66373687,-73.99084184
3704.01,40.66335785,-73.9606658
3704.04,40.66379684,-73.96302211
3707.01,40.663402,-73.99819298
3710.07,40.6637004,-73.93493504
3722.04,40.66532649,-73.97634612
3728.04,40.66423787,-73.94767065
3731.11,40.66397193,-73.9839437
3736.03,40.66588349,-73.95702532
3736.04,40.66424232,-73.95750582
3739.06,40.66576756,-73.99297652
3742.11,40.66666564,-73.92883057
3759.07,40.6648811,-73.94268361
3762.08,40.66644807,-73.9819338
3768.02,40.66660662,-73.95359457
3771.06,40.66649356,-73.9889294
3776.05,40.6666716,-73.96065374
3779.02,40.6662968,-73.9953558
3782.03,40.66624395,-73.93189599
3791.02,40.66682467,-73.93980263
3800.07,40.66530484,-73.94820878
3803.05,40.66666288,-73.98539478
3803.09,40.66828106,-73.98372769
3811.05,40.66626171,-73.9924674
3814.01,40.66621271,-73.92619646
3822.08,40.66737802,-73.93408748
3831.03,40.66707835,-73.9426791
3834.1,40.66880626,-73.97984395
3839.02,40.66824356,-73.95056146
3842.08,40.66882086,-73.98697875
3845.05,40.66860627,-73.92304002
3847.04,40.66841608,-73.95885665
3850.03,40.66880532,-73.99321123
3853.02,40.66875015,-73.92836314
3856.03,40.66882658,-73.96642616
3862.07,40.66929601,-73.93683212
3865.05,40.66830338,-73.97358455
3871.02,40.66954937,-73.94515364
3874.01,40.67063928,-73.982052
3879.04,40.66940115,-73.95541407
3882.01,40.66889752,-73.99033509
3882.05,40.6699333,-73.98890123
3885.06,40.67167995,-73.92622531
3887.03,40.66874502,-73.9617888
3893.03,40.66894042,-73.93392229
3902.06,40.66967676,-73.94250399
3905.15,40.67059117,-73.97827544
3911.05,40.66988377,-73.95033431
3914.02,40.67065614,-73.98539375
3917.03,40.67105244,-73.92021729
3919.07,40.67091242,-73.95770484
3922.02,40.6720582,-73.9934119
3925.03,40.67129341,-73.92825597
3928.08,40.67183386,-73.96318388
3931.09,40.67154103,-74.00126597
3934.06,40.6717763,-73.93398774
3934.07,40.67276352,-73.93665107
3940.04,40.67303489,-74.00868563
3943.03,40.67141952,-73.94250471
3946.07,40.67285244,-73.97977857
3950.03,40.6718071,-73.91467262
3952.07,40.67096645,-73.95077145
3958.02,40.670957,-73.92220622
3960.01,40.67241954,-73.96089643
3966.01,40.67077337,-73.93084729
3966.03,40.6725833,-73.93127176
3972.08,40.67273623,-74.00488
3975.02,40.67407983,-73.93941757
3978.13,40.67132028,-73.97483475
3981.1,40.67369162,-74.0118793
3984.02,40.67271787,-73.94771492
3987.06,40.67298727,-73.98347221
3991.04,40.67268797,-73.92002077
3993.03,40.6729619,-73.9542088
3996.01,40.67281317,-73.98970083
3999.06,40.67202674,-73.92541109
4001.09,40.67387253,-73.96324624
4007.01,40.6736714,-73.93382568
4010.01,40.67324048,-73.96913016
4010.13,40.67516232,-73.97115765
4010.15,40.67317659,-73.97082012
4013.08,40.67478943,-74.00751135
4014.01,40.67522343,-73.90609098
4016.03,40.67327556,-73.94199319
4019.06,40.67416202,-73.9787051
4023.01,40.67318467,-73.91429315
4023.05,40.6761185,-73.91446505
4025.02,40.67455779,-73.95046229
4028.03,40.67512602,-73.98773987
4028.04,40.67393512,-73.9856274
4031.05,40.67387546,-73.92216805
4033.06,40.67444099,-73.95658055
4039.04,40.67410298,-73.92787564
4042.08,40.67421803,-73.96712605
4045.01,40.67450409,-74.00191038
4048.03,40.67529834,-73.9360236
4051.01,40.67534426,-73.97519542
4054.02,40.67532144,-74.0100361
4055.04,40.67437882,-73.90884351
4057.04,40.67427299,-73.94451201
4060.09,40.67536697,-73.98149375
4064.03,40.67428333,-73.91670916
4066.15,40.67654591,-73.95297867
4072.02,40.67478976,-73.92534916
4074.14,40.67656267,-73.959492
4077.04,40.67482603,-73.99769745
4077.07,40.67656053,-73.9985805
4080.01,40.67687421,-73.93335402
4086.05,40.67719902,-74.0061658
4086.06,40.6766235,-74.00304217
4087.01,40.67618873,-73.90349183
4089.01,40.6758815,-73.94169021
4095.03,40.6776401,-74.01251876
4095.1,40.67614155,-74.01450763
4096.08,40.67485544,-73.91124866
4098.06,40.67534041,-73.94734423
4101.17,40.67692005,-73.98320243
4105.01,40.67673976,-73.92224691
4107.05,40.67597787,-73.95620956
4107.13,40.67774904,-73.95568142
4110.1,40.67797771,-73.99350013
4113.01,40.67660251,-73.92763226
4116.08,40.67718868,-73.96585668
4119.04,40.67846955,-74.00001942
4120.02,40.6771039,-73.9008281
4122.03,40.67687073,-73.93611187
4124.04,40.680631,-73.94783406
4125.07,40.67779234,-73.97323284
4128.08,40.67830948,-74.00925682
4129.1,40.67737824,-73.9082914
4131.03,40.67685896,-73.94447671
4134.06,40.6766791,-73.97843458
4137.1,40.67738961,-74.01553002
4137.14,40.67844807,-74.01686375
4138.04,40.67869469,-73.91383918
4140.03,40.67774143,-73.94973026
4143.04,40.67718654,-73.98651421
4146.02,40.67741514,-73.92391074
4148.07,40.67938463,-73.9588922
4151.01,40.67882394,-73.99591562
4154.02,40.67668987,-73.9305896
4157.1,40.67960291,-73.96804239
4161.01,40.67867115,-73.90410801
4166.08,40.67937,-73.97519847
4169.04,40.67924031,-74.0110084
4170.08,40.67901203,-73.91114015
4172.04,40.6796615,-73.94720876
4175.14,40.67940865,-73.98151317
4175.15,40.6773576,-73.98273752
4179.03,40.67898345,-73.91645968
4181.1,40.68017671,-73.9536972
4184.07,40.67876759,-73.99031951
4187.04,40.67922991,-73.92589067
4190.06,40.67819939,-73.96244841
4193.14,40.68107488,-73.99901073
4196.01,40.67972803,-73.93466229
4196.05,40.68012609,-73.93168074
4199.07,40.68016378,-73.97111735
4199.13,40.67926391,-73.97176331
4202.04,40.67963478,-74.0075762
4203.04,40.67961484,-73.90499723
4205.06,40.67900535,-73.94153007
4208.01,40.67905265,-73.97848082
4212.01,40.68018896,-73.91139128
4214.03,40.68111649,-73.95007497
4217.02,40.68031527,-73.9842916
4217.06,40.67980791,-73.98467677
4220.02,40.67931292,-73.92195046
4222.02,40.6805718,-73.95589283
4225.14,40.68080979,-73.99466884
4228.02,40.67958666,-73.93008985
4228.06,40.68047244,-73.92852546
4231.04,40.68057749,-73.96469747
4237.01,40.68159337,-73.93494465
4237.02,40.68021686,-73.93855114
4243.01,40.68130071,-74.00860609
4244.06,40.68133279,-73.90771823
4246.02,40.68125158,-73.94625044
4249.1,40.68189493,-73.97986423
4253.02,40.68157277,-73.91430199
4255.05,40.68224414,-73.95404496
4258.07,40.6821435,-73.99071984
4261.03,40.68147953,-73.92562288
4263.12,40.68200889,-73.95949171
4266.03,40.6832031,-73.99775948
4278.03,40.68286253,-73.93818949
4281.08,40.68105787,-73.97574094
4285.09,40.68335866,-73.91189003
4290.06,40.68280886,-73.98255994
4293.05,40.68187378,-73.91982957
4298.05,40.68304303,-73.99315126
4301.04,40.68401834,-73.92631367
4301.07,40.68315701,-73.92950027
4307.13,40.68301569,-73.99977767
4310.06,40.68290591,-73.93490842
4317.05,40.68289534,-73.90628764
4319.07,40.68246638,-73.94422009
4322.06,40.68265921,-73.97985839
4325.03,40.68495537,-73.91498015
4327.09,40.68423264,-73.94986035
4330.09,40.68439523,-73.98897788
4334.02,40.68501807,-73.92300878
4336.01,40.68470273,-73.9588653
4339.01,40.68504342,-73.99434377
4342.04,40.68493302,-73.92935645
4345.11,40.68336719,-73.96608015
4348.07,40.68323806,-74.0033336
4354.05,40.68558189,-73.97425138
4354.07,40.68399571,-73.9763383
4357.01,40.68476477,-73.9094072
4362.04,40.68544719,-73.98295902
4366.01,40.68585056,-73.91597698
4366.1,40.68334853,-73.9172178
4368.05,40.68526789,-73.95386373
4371.01,40.68561076,-73.99114436
4374.01,40.68512656,-74.02535249
4375.02,40.68642389,-73.92659134
4377.04,40.6850869,-73.96310744
4380.08,40.68490445,-73.9990046
4383.06,40.68464774,-73.93232687
4386.05,40.6843404,-73.96923604
4392.04,40.68529889,-73.94118131
4395.07,40.68519276,-73.97784107
4399.03,40.68656732,-73.91366953
4404.1,40.68498348,-73.9862187
4408.07,40.68460149,-73.92021597
4413.08,40.68654333,-73.99373097
4416.1,40.68723953,-73.93033963
4419.03,40.68662873,-73.96562572
4422.04,40.68605611,-74.00232162
4422.05,40.68776945,-74.0015475
4425.02,40.68645249,-73.93589243
4428.02,40.68785132,-73.97274149
4432.1,40.68884587,-73.908429
4434.06,40.6864198,-73.94487573
4437.01,40.68694204,-73.97964434
4437.09,40.68747726,-73.98171421
4440.02,40.68706616,-74.01675489
4441.06,40.68674214,-73.91704098
4446.01,40.68690315,-73.99061601
4446.03,40.68796532,-73.98936567
4446.05,40.6865002,-73.98757771
4450.06,40.68742982,-73.92370805
4452.01,40.68908998,-73.96031231
4452.03,40.68688712,-73.95939379
4455.1,40.68835796,-73.99541337
4455.11,40.68630221,-73.99639442
4458.06,40.68861156,-73.93332704
4461.01,40.68771163,-73.96967453
4461.04,40.68947828,-73.96884503
4467.03,40.68686492,-73.93923262
4470.09,40.68707576,-73.97669939
4474.01,40.68866908,-73.91235506
4476.03,40.69019382,-73.94806486
4479.06,40.68967497,-73.98296344
4479.1,40.68881691,-73.98519597
4483.1,40.68826165,-73.91988975
4488.08,40.69033456,-73.99196322
4491.09,40.68821735,-73.92711719
4494.04,40.68863979,-73.96477558
4497.09,40.68946492,-73.99943137
4500.07,40.68982251,-73.93364508
4507.07,40.68918882,-73.9052688
4510.04,40.68958321,-73.94223136
4513.06,40.69000438,-73.98097309
4513.09,40.69015103,-73.97881018
4517.03,40.69001392,-73.91463925
4519.02,40.68847774,-73.95100162
4519.04,40.6907843,-73.95140226
4522.07,40.68924786,-73.988549
4526.01,40.69057016,-73.92376809
4528.01,40.69073833,-73.95752948
4531.05,40.69100946,-73.99601365
4543.07,40.6901264,-73.93678306
4546.04,40.68987849,-73.97491239
4546.05,40.69192308,-73.97375705
4550.05,40.68936237,-73.909795
4553.04,40.69150133,-73.94533231
4560.01,40.69139067,-73.91708311
4565.07,40.69119436,-73.99196826
4568.01,40.69223169,-73.92636299
4576.11,40.69206304,-73.93267801
4582.08,40.69056545,-73.90391615
4587.02,40.69178442,-73.97874255
4590.01,40.6923185,-74.01486513
4591.04,40.69069464,-73.9120798
4596.05,40.69229192,-73.98429116
4596.09,40.69249291,-73.98628641
4600.09,40.69157331,-73.92172243
4605.04,40.69249755,-73.99331312
4608.01,40.69359355,-73.92886871
4611.03,40.69204505,-73.96538594
4614.04,40.69177436,-73.99989657
4615.01,40.69351622,-73.90090137
4617.01,40.69251294,-73.93720226
4620.02,40.69316025,-73.97182745
4623.02,40.69321345,-73.90857281
4628.05,40.69200103,-73.98131005
4628.07,40.69360141,-73.98191528
4632.1,40.69295236,-73.91607231
4634.02,40.69337613,-73.95391005
4637.06,40.69263118,-73.9894045
4637.07,40.6950394,-73.98912555
4640.01,40.6937426,-73.92547138
4645.04,40.69408138,-73.99459997
4645.09,40.69518407,-73.99591262
4648.03,40.69385061,-73.93125319
4651.02,40.69342335,-73.96890844
4654.01,40.69540402,-73.90354894
4656.03,40.69336794,-73.93998372
4659.02,40.69335239,-73.97697986
4663.02,40.69398772,-73.90991088
4663.06,40.69555143,-73.91185516
4665.02,40.69443994,-73.94647579
4668.08,40.69478987,-73.98356839
4672.01,40.69552929,-73.91967093
4677.01,40.69606409,-73.99012591
4677.06,40.69443536,-73.99214024
4680.05,40.69523788,-73.9284926
4683.02,40.69366942,-73.96223786
4687.03,40.69592379,-73.89981822
4689.03,40.69558046,-73.93237891
4689.08,40.69478737,-73.93464524
4692.01,40.69576785,-73.97130662
4695.04,40.69476679,-73.90690146
4697.01,40.69627801,-73.94374928
4700.06,40.69626843,-73.97807187
4707.03,40.69540724,-73.94967715
4707.04,40.69537688,-73.95243463
4713.01,40.69688228,-73.92323219
4715.01,40.69460549,-73.95800625
4718.08,40.69538585,-73.99346914
4719.04,40.69726265,-73.89383643
4721.01,40.69680073,-73.92821933
4724.03,40.69613265,-73.96751448
4727.06,40.69684254,-73.90109141
4729.01,40.69686573,-73.93765002
4732.04,40.6959701,-73.97352945
4732.08,40.69785315,-73.97369134
4735.03,40.69806333,-73.90932287
4735.16,40.69742433,-73.90700951
4743.04,40.69703899,-73.91591445
4748.07,40.69635843,-73.99136828
4751.01,40.69792228,-73.92648463
4756.04,40.69852474,-73.99709306
4757.06,40.69769356,-73.89907766
4759.02,40.69765164,-73.93120428
4762.04,40.69818873,-73.96984873
4762.05,40.69807724,-73.97081948
4765.07,40.69844347,-73.90326713
4768.02,40.69885573,-73.94149901
4775.01,40.6981994,-73.91296345
4781.03,40.69771666,-73.98469378
4781.05,40.69851187,-73.98374862
4784.02,40.69864644,-73.91911424
4789.03,40.6977325,-73.99336419
4792.03,40.70011528,-73.9286049
4798.02,40.69955112,-73.89850846
4798.1,40.69876113,-73.90133282
4801.04,40.69774149,-73.93607269
4804.02,40.69990001,-73.97139068
4807.02,40.70071996,-73.90750912
4812.02,40.69849394,-73.98065408
4812.04,40.69960255,-73.97982244
4816.02,40.69944768,-73.91335994
4816.05,40.69928607,-73.91549263
4818.03,40.70038798,-73.95038315
4821.03,40.70018785,-73.98615988
4821.06,40.69992471,-73.98973003
4821.1,40.70089726,-73.98857113
4824.03,40.69937203,-73.92323598
4829.01,40.70042029,-73.99537449
4832.07,40.70118936,-73.93057776
4837.03,40.69978025,-73.902529
4840.06,40.70103935,-73.93921062
4843.01,40.70005694,-73.9744484
4846.01,40.70130641,-74.01226067
4847.03,40.6999461,-73.91193721
4850.04,40.69968008,-73.94711736
4853.06,40.70145403,-73.98467086
4856.05,40.70110318,-73.91807326
4861.05,40.70041712,-73.99154322
4862.04,40.70110555,-73.89053969
4862.07,40.69963819,-73.88934643
4864.09,40.70176513,-73.92775479
4871.02,40.70085201,-73.89951987
4873.08,40.70113199,-73.93329995
4880.11,40.7020024,-73.90669548
4883.03,40.70176879,-73.94389201
4889.06,40.7020606,-74.01380066
4890.11,40.70126212,-73.9146187
4895.03,40.70247871,-73.98680101
4895.09,40.70147565,-73.98667357
4895.15,40.70141514,-73.98760461
4898.02,40.70285846,-73.92131506
4903.08,40.7027878,-73.99379891
4903.09,40.70281605,-73.99242012
4904.03,40.70207439,-73.89315107
4906.07,40.70302343,-73.93009747
4912.1,40.7023836,-73.90179207
4914.03,40.70079953,-73.93649428
4920.13,40.70207308,-74.01070191
4921.04,40.70170624,-73.9089894
4927.04,40.70231516,-73.98248274
4931.05,40.70370037,-73.91807123
4936.21,40.70378897,-73.99064466
4939.07,40.70207886,-73.92389916
4945.06,40.70316528,-73.89558636
4947.04,40.70282482,-73.93329348
4953.04,40.70363705,-74.0066398
4954.07,40.70439801,-73.90444848
4956.02,40.70333391,-73.94074741
4962.01,40.70482198,-74.01347819
4962.02,40.70375205,-74.0131339
4962.08,40.70377923,-74.01148948
4963.13,40.7048848,-73.91079635
4965.01,40.70410306,-73.94821258
4968.03,40.70298315,-73.98466347
4971.01,40.70496151,-73.92020328
4977.03,40.70387953,-73.89150807
4979.07,40.70456021,-73.9285136
4985.09,40.70536848,-73.90071335
4987.06,40.70459688,-73.93529177
4990.02,40.70508006,-73.97080936
4993.02,40.70482269,-74.00917005
4993.13,40.70347031,-74.00779409
4993.15,40.70480836,-74.00798238
4994.1,40.70421877,-73.90816561
4996.08,40.70521347,-73.94419786
5001.08,40.70575291,-74.01673418
5002.09,40.7059631,-73.91332948
5004.02,40.70538712,-73.94989011
5010.02,40.70568188,-73.92166498
5018.06,40.70552748,-73.92997444
5021.05,40.70650231,-73.96835018
5024.1,40.70654558,-74.00546251
5025.02,40.70556151,-73.90272332
5027.02,40.70548807,-73.93958271
5033.01,40.70609337,-74.01302214
5034.03,40.70558686,-73.90980677
5036.06,40.70583126,-73.94658595
5043.06,40.70638269,-73.91976357
5045.05,40.70690248,-73.95445049
5051.01,40.70723537,-73.9239676
5051.02,40.70539494,-73.92542797
5057.07,40.70576642,-73.8969505
5057.09,40.7081428,-73.89553082
5059.02,40.70635596,-73.93403133
5065.04,40.70873008,-74.00709868
5065.1,40.70710731,-74.00724842
5065.12,40.7072662,-74.0088229
5065.14,40.70845248,-74.00488529
5066.03,40.70706256,-73.90653754
5068.02,40.70771556,-73.94030653
5073.07,40.70812782,-74.01345467
5074.08,40.70816055,-73.91117667
5076.04,40.7083914,-73.94889609
5082.08,40.70910114,-73.92162326
5084.03,40.70710788,-73.95798659
5090.06,40.70682356,-73.92878461
5093.01,40.70860096,-73.9641051
5096.12,40.70761753,-74.00103632
5097.02,40.70908109,-73.90234979
5099.02,40.71029808,-73.93746514
5099.03,40.70711085,-73.93591643
5105.01,40.70910861,-74.01033842
5106.04,40.70973921,-73.90811775
5108.01,40.70874729,-73.94490001
5114.06,40.70840524,-74.01707963
5114.08,40.70998127,-74.01642418
5115.01,40.70882443,-73.9153676
5115.05,40.70990386,-73.91756106
5117.05,40.70880935,-73.95099666
5123.07,40.70884507,-73.92599933
5125.03,40.71049662,-73.96090693
5125.07,40.70932664,-73.96063635
5128.04,40.71125243,-73.99677269
5129.01,40.70928079,-73.89443349
5134.09,40.71099117,-73.96828893
5137.1,40.7114468,-74.00553926
5137.11,40.70960388,-74.00650148
5137.13,40.71040354,-74.00425364
5138.03,40.71110751,-73.90355463
5140.06,40.70992566,-73.94013079
5145.02,40.7093186,-74.01317264
5146.03,40.71011379,-73.9114586
5148.03,40.71047243,-73.94714054
5156.05,40.70938561,-73.95615246
5159.04,40.7117554,-73.99189061
5159.07,40.70998033,-73.99158787
5160.01,40.71232969,-73.89127619
5164.05,40.71048512,-73.96535058
5167.06,40.71120934,-74.00011974
5168.04,40.71036751,-73.89971754
5170.01,40.71062073,-73.93380928
5175.08,40.71115992,-74.00932301
5176.04,40.7107586,-73.90531042
5178.06,40.71190817,-73.944157
5181.04,40.71223805,-73.97945393
5184.08,40.71150158,-74.01477346
5187.03,40.71175984,-73.95148344
5190.07,40.71279187,-73.9876854
5190.09,40.71155208,-73.9866775
5195.06,40.71076043,-73.95973853
5198.04,40.71081151,-73.99396201
5199.01,40.71213757,-73.89408062
5204.05,40.71288571,-73.96594504
5207.01,40.71274548,-74.00453933
5210.01,40.71327185,-73.93905383
5216.04,40.71296805,-74.01003163
5216.06,40.71228823,-74.01036425
5217.03,40.71300203,-73.9096802
5219.05,40.71356493,-73.94602268
5225.02,40.7124705,-73.91910334
5225.04,40.71343119,-73.9161199
5230.02,40.71334475,-73.99008079
5235.05,40.71270861,-73.96274172
5235.1,40.71267131,-73.96061417
5238.05,40.71313583,-73.99845966
5241.02,40.71432108,-73.93340785
5247.1,40.71460432,-74.00546242
5248.05,40.71366543,-73.90346758
5250.05,40.71245628,-73.94112534
5257.01,40.71449967,-73.91438309
5259.06,40.71337371,-73.94913867
5262.09,40.71316536,-73.98481574
5267.08,40.71290877,-73.95708853
5267.09,40.71475261,-73.95740073
5270.05,40.71413212,-73.99290148
5270.07,40.71578241,-73.99417162
5270.08,40.71424557,-73.99665913
5270.09,40.71314426,-73.99442427
5273.01,40.71402635,-73.92800892
5276.04,40.71477018,-73.96660688
5279.03,40.71498856,-74.00229362
5280.02,40.71433873,-73.90126738
5282.02,40.71387228,-73.93525453
5288.08,40.71336683,-74.00922305
5288.09,40.71473693,-74.00899454
5288.12,40.71495731,-74.01105301
5289.05,40.71481769,-73.9089684
5291.05,40.71516919,-73.94461118
5294.04,40.71425405,-73.98110865
5297.02,40.71538757,-74.01646921
5300.05,40.71415865,-73.95243715
5300.06,40.7161091,-73.9521161
5303.06,40.71562682,-73.98700396
5303.08,40.71432665,-73.98985664
5308.04,40.71539539,-73.96025665
5321.08,40.71710983,-73.90264017
5323.06,40.71536215,-73.93872629
5326.06,40.7178857,-73.97627795
5329.03,40.71762274,-74.01311581
5329.08,40.71505773,-74.01230138
5332.1,40.71634274,-73.94836809
5335.03,40.71628832,-73.98258156
5335.07,40.71512759,-73.98414034
5340.01,40.71699196,-73.95641646
5342.1,40.71613291,-73.99186774
5343.11,40.71737607,-73.99059156
5348.02,40.71687148,-73.9632082
5351.03,40.71609791,-73.99965516
5351.07,40.71743509,-73.99957355
5354.01,40.71665282,-73.93643584
5359.1,40.71632784,-74.00900707
5359.11,40.71760561,-74.00545935
5359.12,40.71705699,-74.0091869
5359.13,40.71696258,-74.00632245
5360.02,40.71620743,-73.90649741
5362.08,40.71778655,-73.94073261
5365.02,40.71746962,-73.98013239
5368.03,40.71768174,-74.01575509
5369.01,40.71916555,-73.91464939
5371.07,40.71782076,-73.94879864
5374.01,40.71724694,-73.98797859
5379.09,40.71904781,-73.95859682
5379.1,40.71747339,-73.95856418
5382.06,40.71888238,-73.99592017
5382.07,40.71781501,-73.99312669
5388.01,40.71647332,-73.96593836
5391.06,40.71943566,-74.00238115
5392.04,40.71806067,-73.90130775
5400.05,40.71869586,-74.00894551
5401.03,40.71801859,-73.90965922
5403.04,40.71703801,-73.94499233
5403.05,40.7193241,-73.94509511
5406.02,40.71850623,-73.98325816
5406.04,40.71932868,-73.98172999
5409.02,40.71820178,-73.91845667
5411.07,40.71923675,-73.95252678
5411.08,40.71822168,-73.95520542
5414.06,40.72023264,-73.98993746
5414.07,40.71949245,-73.99143323
5419.04,40.71836977,-73.96157673
5422.04,40.71917385,-73.99960407
5422.09,40.72031537,-73.99871667
5430.08,40.71917063,-74.00658045
5430.1,40.71984005,-74.00513943
5431.01,40.72031519,-73.90640332
5433.03,40.71906558,-73.94229222
5433.04,40.71882812,-73.93945638
5436.09,40.7208911,-73.97793908
5436.11,40.71977774,-73.97867966
5440.05,40.71930476,-73.9127789
5442.05,40.7191627,-73.94897826
5442.09,40.72080543,-73.94846898
5445.02,40.72068004,-73.98516946
5445.07,40.7208126,-73.98626377
5450.01,40.72025113,-73.95715458
5450.04,40.72081888,-73.95492556
5453.01,40.72111243,-73.99188253
5453.05,40.71899976,-73.9926154
5453.06,40.72053719,-73.99478471
5458.02,40.71983555,-73.96392454
5470.02,40.72000992,-74.00834223
5470.1,40.72134621,-74.00996551
5470.12,40.72024246,-74.01018727
5471.04,40.72097802,-73.90702704
5473.03,40.72164659,-73.94552926
5473.06,40.72120703,-73.94188737
5476.03,40.72087946,-73.98084532
5481.04,40.7217401,-73.95045698
5484.09,40.72209187,-73.98905744
5489.03,40.72038357,-73.96162808
5489.04,40.72248741,-73.95922326
5489.06,40.72050922,-73.95905131
5492.05,40.72213229,-73.99718743
5500.02,40.72174712,-74.00228637
5500.07,40.72251734,-74.00558544
5501.06,40.72164211,-73.90346374
5503.01,40.72232151,-73.93893229
5506.1,40.72370871,-73.97575938
5506.14,40.72229868,-73.97669875
5509.02,40.7223861,-74.0104819
5510.02,40.72232651,-73.90910911
5510.05,40.72235668,-73.91218695
5515.02,40.72219146,-73.98369615
5515.08,40.72336148,-73.98266624
5520.09,40.72405091,-73.95587067
5523.02,40.72232562,-73.99138411
5532.01,40.72365481,-73.99943561
5539.06,40.72197723,-74.00752354
5540.06,40.72420271,-73.9057504
5542.04,40.72325253,-73.94307058
5545.01,40.72413273,-73.97902288
5545.04,40.72306095,-73.97996118
5548.01,40.72417774,-73.91243989
5550.05,40.7231374,-73.95218698
5550.09,40.72395508,-73.94988464
